130,60
129,60
129,60
129,60
129,60
129,60
129,61
129,61
129,61
129,61
129,61
129,61
129,62
129,62
129,62
129,62
129,62
129,62
129,63
129,63
129,63
129,63
129,63
129,63
129,64
129,64
128,64
128,64
128,64
128,64
128,65
128,65
128,65
128,65
128,65
128,65
128,65
127,66
127,66
127,66
127,66
127,66
127,66
127,66
127,66
127,67
126,67
126,67
126,67
126,67
126,67
126,67
126,67
126,67
125,68
125,68
125,68
125,68
125,68
125,68
125,68
124,68
124,68
124,68
124,68
124,69
124,69
123,69
123,69
123,69
123,69
123,69
123,69
122,69
122,69
122,69
122,69
122,69
122,69
121,69
121,69
121,69
121,69
121,69
121,69
120,69
120,69
120,69
120,69
120,69
120,70
119,69
119,69
119,69
119,69
119,69
118,69
118,69
118,69
118,69
118,69
118,69
117,69
117,69
117,69
117,69
117,69
117,69
116,69
116,69
116,69
116,69
116,69
116,69
115,69
115,69
115,68
115,68
115,68
115,68
115,68
114,68
114,68
114,68
114,68
114,68
114,68
113,67
113,67
113,67
113,67
113,67
113,67
113,67
113,67
112,67
112,66
112,66
112,66
112,66
112,66
112,66
112,66
112,66
111,65
111,65
111,65
111,65
111,65
111,65
111,65
111,64
111,64
111,64
111,64
110,64
110,64
110,63
110,63
110,63
110,63
110,63
110,63
110,62
110,62
110,62
110,62
110,62
110,62
110,61
110,61
110,61
110,61
110,61
110,61
110,60
110,60
110,60
110,60
110,60
110,60
110,59
110,59
110,59
110,59
110,59
110,58
110,58
110,58
110,58
110,58
110,58
110,57
110,57
110,57
110,57
110,57
110,57
110,56
110,56
110,56
110,56
110,56
110,56
110,55
110,55
111,55
111,55
111,55
111,55
111,55
111,54
111,54
111,54
111,54
111,54
111,54
112,53
112,53
112,53
112,53
112,53
112,53
112,53
112,53
112,52
113,52
113,52
113,52
113,52
113,52
113,52
113,52
113,52
114,51
114,51
114,51
114,51
114,51
114,51
115,51
115,51
115,51
115,51
115,51
115,50
115,50
116,50
116,50
116,50
116,50
116,50
116,50
117,50
117,50
117,50
117,50
117,50
117,50
118,50
118,50
118,50
118,50
118,50
118,50
119,50
119,50
119,50
119,50
119,50
120,50
120,50
120,50
120,50
120,50
120,50
121,50
121,50
121,50
121,50
121,50
121,50
122,50
122,50
122,50
122,50
122,50
122,50
123,50
123,50
123,50
123,50
123,50
123,50
124,50
124,50
124,51
124,51
124,51
124,51
125,51
125,51
125,51
125,51
125,51
125,51
125,51
126,52
126,52
126,52
126,52
126,52
126,52
126,52
126,52
127,52
127,53
127,53
127,53
127,53
127,53
127,53
127,53
127,53
128,54
128,54
128,54
128,54
128,54
128,54
128,54
128,55
128,55
128,55
128,55
129,55
129,55
129,56
129,56
129,56
129,56
129,56
129,56
129,57
129,57
129,57
129,57
129,57
129,57
129,58
129,58
129,58
129,58
129,58
129,58
129,59
129,59
129,59
129,59
129,59
